,Unnamed: 0,questions,id,questions_preproc
1770,1770,Que se passe-t-il si une infraction n'a pas été commise depuis le début de la période probatoire définie à l article L.,430,passe si infraction commettre depuis début période probatoire défini article
1771,1771,"Que se passe-t-il si le titulaire d un premier permis de conduire a suivi la formation complémentaire prévue à l article L. 223-1,",430,passe si titulaire premier permis conduire suivi formation complémentaire prévoir article
1772,1772,Que se passe-t-il si le titulaire d un premier permis de conduire n'a pas suivi la formation complémentaire prévue à l'article L,430,passe si titulaire premier permis conduire suivi formation complémentaire prévoir article
1773,1773,Que se passe-t-il si le titulaire d un premier permis de conduire n'a pas suivi la formation complémentaire prévue à l article L.,430,passe si titulaire premier permis conduire suivi formation complémentaire prévoir article
1774,1774,"Dans le cas où plusieurs infractions entraînant retrait de points sont commises simultanément, combien de points peuvent être cumulés?",431,cas où plusieurs infraction entraînant retrait point commettre simultanément combien point pouvoir être cumuler
1775,1775,Que se passe-t-il si plusieurs infractions entraînant retrait de points sont commises simultanément?,431,passe si plusieurs infraction entraînant retrait point commettre simultanément
1776,1776,Que se passe-t-il lorsque plusieurs infractions entraînant retrait de points sont commises simultanément?,431,passe lorsque plusieurs infraction entraînant retrait point commettre simultanément
1777,1777,Que se passe-t-il si le ministre de l'intérieur constate que la réalité d une infraction entraînant retrait de points est établie dans les conditions,432,passe si ministre intérieur constater réalité infraction entraînant retrait point établi condition
1778,1778,Que se passe-t-il lorsque le ministre de l'intérieur constate que la réalité d une infraction entraînant retrait de points est établie dans les conditions,432,passe lorsque ministre intérieur constater réalité infraction entraînant retrait point établi condition
1779,1779,Que se passe-t-il si le ministre de l'intérieur constate que la réalité d une infraction entraîne retrait de points est établie dans les conditions,432,passe si ministre intérieur constater réalité infraction entraîner retrait point établi condition
1780,1780,Que se passe-t-il si le ministre de l'intérieur constate que la réalité d une infraction entraînant retrait de points est établie dans des conditions,432,passe si ministre intérieur constater réalité infraction entraînant retrait point établi condition
1781,1781,Que se passe-t-il si le ministre de l'intérieur constate que la réalité d une infraction entraînant retrait de points est établie dans le délai,432,passe si ministre intérieur constater réalité infraction entraînant retrait point établi délai
1782,1782,Que se passe-t-il lorsque le titulaire du permis de conduire met fin à son compte personnel?,433,passe lorsque titulaire permis conduire mettre fin compte personnel
1783,1783,Que se passe-t-il si le titulaire du permis de conduire met fin à son compte personnel?,433,passe si titulaire permis conduire mettre fin compte personnel
1784,1784,Que se passe-t-il après la fermeture du compte personnel du titulaire du permis de conduire?,433,passe après fermeture compte personnel titulaire permis conduire
1785,1785,Quelle est la durée maximale de la suspension du permis de conduire pendant trois ans au plus?,434,quel durée maximale suspension permis conduire pendant trois an plus
1786,1786,Qu'est-ce qui peut entraîner la suspension du permis de conduire?,434,pouvoir entraîner suspension permis conduire
1787,1787,Quelle est la durée maximale de la suspension du permis de conduire?,434,quel durée maximale suspension permis conduire
1788,1788,Quelle est la durée maximale de suspension du permis de conduire?,434,quel durée maximale suspension permis conduire
1789,1789,Quelle est la nature de la formation complémentaire prévue au II de l article 223-1?,435,quel nature formation complémentaire prévoir ii article
1790,1790,Quel est le lieu de la formation complémentaire prévue au II de l article 223-1?,435,quel lieu formation complémentaire prévoir ii article
1791,1791,Quel est le lieu de la formation complémentaire?,435,quel lieu formation complémentaire
1792,1792,Quelle est la nature de la formation complémentaire?,435,quel nature formation complémentaire
1793,1793,Où peut-on suivre la formation complémentaire?,435,où pouvoir suivre formation complémentaire
1794,1794,Quel est le but du stage de sensibilisation à la sécurité routière mentionné à l article L. 223-6?,436,quel but stage sensibilisation sécurité routière mentionner article
1795,1795,Quelle est la durée du stage de sensibilisation à la sécurité routière prévue à l article L. 223-6?,436,quel durée stage sensibilisation sécurité routière prévoir article
1796,1796,Quel est le but du stage de sensibilisation à la sécurité routière prévu à l article L. 223-6?,436,quel but stage sensibilisation sécurité routière prévoir article
1797,1797,Quel est le nom du stage de sensibilisation à la sécurité routière prévu à l article L. 223-6?,436,quel nom stage sensibilisation sécurité routière prévoir article
1798,1798,Quel est le but du stage de sensibilisation à la sécurité routière?,436,quel but stage sensibilisation sécurité routière
1799,1799,Qu'est-ce qui définit le cadre de référence du programme et les méthodes d'intervention?,437,définir cadre référence programme méthode intervention
1800,1800,Quel est le cadre de référence du programme fixé par arrêté du ministre chargé de la sécurité routière?,437,quel cadre référence programme fixé arrêté ministre chargé sécurité routière
1801,1801,Quelle est la durée minimale du stage de sensibilisation à la sécurité routière?,437,quel durée minimal stage sensibilisation sécurité routière
1802,1802,Quelle est la durée du stage de sensibilisation à la sécurité routière?,437,quel durée stage sensibilisation sécurité routière
1803,1803,L animation des stages de sensibilisation à la sécurité routière est assurée conjointement par un enseignant de la conduite et un psychologue?,438,animation stage sensibilisation sécurité routière assuré conjointement enseignant conduite psychologue
1804,1804,L animation des stages de sensibilisation à la sécurité routière est assurée conjointement par un enseignant de la conduite et un psychologue.,438,animation stage sensibilisation sécurité routière assuré conjointement enseignant conduite psychologue
1805,1805,Quels sont les stages de sensibilisation à la sécurité routière mentionnés au II de l article R. 212-2.,438,quel stage sensibilisation sécurité routière mentionner ii article
1806,1806,Quel est le but des stages de sensibilisation à la sécurité routière?,438,quel but stage sensibilisation sécurité routière
1807,1807,Quels sont les stages de sensibilisation à la sécurité routière?,438,quel stage sensibilisation sécurité routière
1808,1808,Que se passe-t-il après la reconstitution du nombre de points?,439,passe après reconstitution nombre point
1809,1809,Que se passe-t-il après la dernière journée de stage?,439,passe après dernier journée stage
1810,1810,Quelle est la date de la reconstitution du nombre de points?,439,quel date reconstitution nombre point
1811,1811,Quelle est la durée de la reconstitution du nombre de points?,439,quel durée reconstitution nombre point
1812,1812,Que dit le décret du ministre chargé de la sécurité routière en matière de sécurité routière?,440,dit décret ministre chargé sécurité routière matière sécurité routière
1813,1813,Qu'est-ce que l'arrêté du ministre chargé de la sécurité routière?,440,arrêté ministre chargé sécurité routière
1814,1814,Que dit le décret du ministre chargé de la sécurité routière?,440,dit décret ministre chargé sécurité routière
1815,1815,"Dans les cas prévus à l'article L. 224-1, quel est le nom de l'avis de rétention du permis de conduire?",441,cas prévoir article quel nom avis rétention permis conduire
1816,1816,"Dans les cas prévus à l'article L. 224-1, quel est le nom de l'avis de rétention?",441,cas prévoir article quel nom avis rétention
1817,1817,"Dans les cas prévus à l'article L. 224-1, quelle est la décision de rétention du permis de conduire?",441,cas prévoir article quel décision rétention permis conduire
1818,1818,Qu'est-ce qu'un avis de rétention?,441,avis rétention
1819,1819,Quel est le nom de l'avis de rétention?,441,quel nom avis rétention
1820,1820,Qu'est-ce qui indique au conducteur ou à l accompagnateur de l élève conducteur à quel service il doit se rendre pour se voir restituer son permis de conduire?,442,indique conducteur accompagnateur élève conducteur quel service doit rendre voir restituer permis conduire
1821,1821,Qu'est-ce qui indique au conducteur ou à l accompagnateur de l élève conducteur à quel service il doit se rendre pour récupérer son permis de conduire?,442,indique conducteur accompagnateur élève conducteur quel service doit rendre récupérer permis conduire
1822,1822,Qu'est-ce qui indique au conducteur ou à l accompagnateur de l élève conducteur comment se rendre pour se voir restituer son permis de conduire?,442,indique conducteur accompagnateur élève conducteur comment rendre voir restituer permis conduire
1823,1823,Que signifie l'avis de rétention?,442,signifier avis rétention
1824,1824,Que se passe-t-il si la période de rétention expire entre dix-huit et vingt-deux heures?,443,passe si période rétention expirer entre dix huit vingt deux heure
1825,1825,Quel est le délai de mise à disposition si la période de rétention dure entre dix-huit et vingt-deux heures?,443,quel délai miser disposition si période rétention durer entre dix huit vingt deux heure
1826,1826,Que se passe-t-il si la période de rétention dure entre dix-huit et vingt-deux heures?,443,passe si période rétention durer entre dix huit vingt deux heure
1827,1827,"Quand une mesure de suspension a été prise en application de l'article L. 224-2, elle est notifiée à l intéressé par lettre recommandée avec accusé",444,quand mesure suspension priser application article notifié intéressé lettre recommandé accusé
1828,1828,"Quand une mesure de suspension a été prise en application de l'article L. 224-2, elle est notifiée à l'intéressé par lettre recommandée avec",444,quand mesure suspension priser application article notifié intéressé lettre recommandé
1829,1829,"Quand une mesure de suspension a été prise en application de l'article L. 224-2, elle est notifiée à l intéressé soit directement s il se",444,quand mesure suspension priser application article notifié intéressé directement
1830,1830,"Quand une mesure de suspension a été prise en application de l'article L. 224-2, elle est notifiée à l'intéressé soit directement s il",444,quand mesure suspension priser application article notifié intéressé directement
1831,1831,"Quand une mesure de suspension a été prise en application de l'article L. 224-2, elle est notifiée à l'intéressé par écrit?",444,quand mesure suspension priser application article notifié intéressé écrit
1832,1832,Que se passe-t-il si l'état alcoolique du conducteur ou l accompagnateur de l élève conducteur n est pas établi?,445,passe si état alcoolique conducteur accompagnateur élève conducteur établi
1833,1833,Que se passe-t-il si l'état alcoolique du conducteur ou de l accompagnateur de l élève conducteur est constaté?,445,passe si état alcoolique conducteur accompagnateur élève conducteur constater
1834,1834,Que se passe-t-il si le conducteur ou l accompagnateur de l élève conducteur n est pas alcoolique?,445,passe si conducteur accompagnateur élève conducteur alcoolique
1835,1835,Qu'est-ce qui est remis sans délai à sa disposition?,445,remis sans délai disposition
1836,1836,Qu est-ce qui est remis sans délai à sa disposition?,445,remis sans délai disposition
1837,1837,Quand l'arrêté du préfet est-il notifié à l'intéressé?,446,quand arrêté préfet notifié intéressé
1838,1838,Quand l arrêté du préfet est-il notifié à l'intéressé?,446,quand arrêté préfet notifié intéressé
1839,1839,Quand l'arrêté du préfet est-il notifié à l intéressé?,446,quand arrêté préfet notifié intéressé
1840,1840,Quand l arrêté du préfet est-il notifié à l intéressé?,446,quand arrêté préfet notifié intéressé
1841,1841,"Dans le cas où la décision judiciaire n'est pas encore intervenue, l arrêté du préfet est communiqué sans délai au parquet?",447,cas où décision judiciaire encore intervenir arrêté préfet communiqué sans délai parquet
1842,1842,"Dans le cas où la décision judiciaire n'est pas encore intervenue, l arrêté du préfet est transmis sans délai au parquet?",447,cas où décision judiciaire encore intervenir arrêté préfet transmettre sans délai parquet
1843,1843,Que se passe-t-il lorsque la décision judiciaire n'est pas encore intervenue?,447,passe lorsque décision judiciaire encore intervenir
1844,1844,Que se passe-t-il si la décision judiciaire n'est pas encore intervenue?,447,passe si décision judiciaire encore intervenir
1845,1845,Quel est le délai entre la suspension et le retrait du permis de conduire?,448,quel délai entre suspension retrait permis conduire
1846,1846,Que se passe-t-il lorsque le permis de conduire est suspendu?,448,passe lorsque permis conduire suspendre
1847,1847,Que se passe-t-il si le permis de conduire est suspendu?,448,passe si permis conduire suspendre
1848,1848,Quelle est la durée maximale du permis de conduire suspendu?,448,quel durée maximale permis conduire suspendre
1849,1849,Quand la décision est notifiée valablement au maire du lieu de l infraction?,449,quand décision notifié valablement maire lieu infraction
1850,1850,Dans quel cas la décision est notifiée au maire du lieu de l infraction?,449,quel cas décision notifié maire lieu infraction
1851,1851,Quand la décision est prise par le maire du lieu de l infraction?,449,quand décision priser maire lieu infraction
1852,1852,Qu'est-ce que le procureur de la République transmet sans délai à l'auteur de l'acte infraction?,450,procureur république transmettre sans délai auteur acte infraction
1853,1853,Qu'est-ce que le procureur de la République transmet sans délai à l'auteur de l'acte?,450,procureur république transmettre sans délai auteur acte
1854,1854,Que transmet sans délai l'arrêté au procureur de la République dans le ressort duquel l infraction a été commise?,450,transmettre sans délai arrêté procureur république ressort de lequel infraction commettre
1855,1855,Qu'est-ce que le procureur de la République transmet sans délai à l'auteur de l infraction?,450,procureur république transmettre sans délai auteur infraction
1856,1856,Que communique sans délai le procureur de la République au préfet du lieu de l'infraction?,451,communiquer sans délai procureur république préfet lieu infraction
1857,1857,Que communique sans délai le procureur de la République au préfet du lieu de l infraction prononcée?,451,communiquer sans délai procureur république préfet lieu infraction prononcé
1858,1858,Que communique sans délai le procureur de la République au préfet du lieu de l' infraction?,451,communiquer sans délai procureur république préfet lieu infraction
1859,1859,Que communique sans délai le procureur de la République au préfet du lieu de l infraction?,451,communiquer sans délai procureur république préfet lieu infraction
1860,1860,Quels articles sont applicables à la mesure d'interdiction de délivrance du permis de conduire prévue à l article L. 224-14?,452,quel article applicable mesure interdiction délivrance permis conduire prévoir article
1861,1861,Quels articles sont applicables à la mesure d'interdiction de délivrance du permis de conduire prévue à l article L. 224-12?,452,quel article applicable mesure interdiction délivrance permis conduire prévoir article
1862,1862,Quels articles sont applicables à la mesure d’interdiction de délivrance du permis de conduire prévue à l article L. 224-14?,452,quel article applicable mesure interdiction délivrance permis conduire prévoir article
1863,1863,Quels articles sont applicables à la mesure d'interdiction de délivrance du permis de conduire prévue à l article L. 224-7.,452,quel article applicable mesure interdiction délivrance permis conduire prévoir article
1864,1864,Quels articles sont applicables à la mesure d’interdiction de délivrance du permis de conduire prévue à l article L. 224-7.,452,quel article applicable mesure interdiction délivrance permis conduire prévoir article
1865,1865,"Si le préfet n'ordonne pas une suspension du permis de conduire, que peut-il adresser à l auteur de toute contravention?",453,si préfet ordonner suspension permis conduire pouvoir adresser auteur tout contravention
1866,1866,"Si le préfet n'ordonne pas une suspension du permis de conduire, que peut-il adresser à l auteur de la contravention?",453,si préfet ordonner suspension permis conduire pouvoir adresser auteur contravention
1867,1867,"Si le préfet n'ordonne pas une suspension du permis de conduire, qu'est-ce que l'avertissement?",453,si préfet ordonner suspension permis conduire avertissement
1868,1868,"Si le préfet n'ordonne pas une suspension du permis de conduire, que peut-il faire?",453,si préfet ordonner suspension permis conduire pouvoir faire
1869,1869,Qu'est-ce que l'avertissement?,453,avertissement
1870,1870,Qu'est-ce que l'épreuve pratique ou la formation prévue à l article R. 221-3?,454,épreuve pratique formation prévoir article
1871,1871,Quelle est la durée de l'épreuve pratique ou de la formation prévue à l article R. 221-3?,454,quel durée épreuve pratique formation prévoir article
1872,1872,Quelle est la durée de l'épreuve pratique ou de formation prévue à l article R. 221-3?,454,quel durée épreuve pratique formation prévoir article
1873,1873,Qu'est-ce que l'épreuve pratique prévue à l article R. 221-3?,454,épreuve pratique prévoir article
1874,1874,Qu'est-ce que l'épreuve pratique?,454,épreuve pratique
1875,1875,Qu est-ce qui est délivré à l'égard de tout conducteur dont le permis de conduire a été invalidé?,455,délivrer égard tout conducteur dont permis conduire invalider
1876,1876,Quel est l'avis médical émis par un médecin agréé consultant hors commission médicale ou par la commission médicale?,455,quel avis médical émettre médecin agréé consultant hors commission médical commission médical
1877,1877,Quel est l'avis médical émis par un médecin consultant hors commission médicale ou par la commission médicale?,455,quel avis médical émettre médecin consultant hors commission médical commission médical
1878,1878,Quel est l'avis médical émis par un médecin agréé consultant hors commission médicale?,455,quel avis médical émettre médecin agréé consultant hors commission médical
1879,1879,Quel est l'avis médical émis par un médecin consultant hors commission médicale?,455,quel avis médical émettre médecin consultant hors commission médical
1880,1880,Qu'est-ce que l'examen psychotechnique?,456,examen psychotechnique
1881,1881,Qu'est ce que l'examinateur psychotechnique?,456,examinateur psychotechnique
1882,1882,Quelle est la nature de l'examen psychotechnique réalisé?,456,quel nature examen psychotechnique réalisé
1883,1883,Quelle est la nature de l'examen psychotechnique?,456,quel nature examen psychotechnique
1884,1884,Que fait l'examinateur psychotechnique?,456,faire examinateur psychotechnique
1885,1885,Que se passe-t-il après la suspension de la licence de circulation?,457,passe après suspension licence circulation
1886,1886,Que se passe-t-il après la suspension du permis de conduire?,457,passe après suspension permis conduire
1887,1887,Que se passe-t-il après une mesure de suspension?,457,passe après mesure suspension
1888,1888,Qu'est-ce que le ministre de l Intérieur enregistre lors de l'enregistrement d'un permis de conduire?,458,ministre intérieur enregistrer lors enregistrement permis conduire
1889,1889,Qu'est-ce que le ministre de l Intérieur enregistre également lorsque le permis de conduire est retiré du territoire national?,458,ministre intérieur enregistrer également lorsque permis conduire retiré territoire national
1890,1890,Qu'est-ce que le ministre de l Intérieur enregistre lors de l'enregistrement des permis de conduire?,458,ministre intérieur enregistrer lors enregistrement permis conduire
1891,1891,Qu'est-ce que le ministre de l Intérieur enregistre lors de l'enregistrement du permis de conduire?,458,ministre intérieur enregistrer lors enregistrement permis conduire
1892,1892,Comment sont enregistrées les permis de conduire délivrés par les autorités étrangères et reconnus valables sur le territoire national et aux échanges de titres français dans les Etats membres de,459,comment enregistrer permis conduire délivrer autorité étranger reconnu valable territoire national échange titre français etats membre
1893,1893,Comment sont enregistrées les permis de conduire délivrés par les autorités étrangères et reconnus valables sur le territoire national et aux échanges de titres français dans les autres pays de,459,comment enregistrer permis conduire délivrer autorité étranger reconnu valable territoire national échange titre français autre pays
1894,1894,Comment sont enregistrées les permis de conduire délivrés par les autorités étrangères et reconnus valables sur le territoire national et aux échanges de titres français dans les autres Etats membres,459,comment enregistrer permis conduire délivrer autorité étranger reconnu valable territoire national échange titre français autre etats membre
1895,1895,Comment sont enregistrées les permis de conduire délivrés par les autorités étrangères et reconnus valables sur le territoire national et aux échanges de titres français dans les autres pays membres,459,comment enregistrer permis conduire délivrer autorité étranger reconnu valable territoire national échange titre français autre pays membre
1896,1896,Qu'est-ce qui permet d'agréger les permis de conduire délivrés par les autorités étrangères?,459,permettre agréger permis conduire délivrer autorité étranger
1897,1897,Qu'est-ce qui est fixé par arrêté conjoint des ministres de la justice et de l'intérieur?,460,fixé arrêté conjoint ministre justice intérieur
1898,1898,Qu'est-ce qui est fixé par arrêté conjoint des ministres de la justice et de l Intérieur?,460,fixé arrêté conjoint ministre justice intérieur
1899,1899,Qu'est-ce qui est fixé par arrêté conjoint des ministres de la justice et de l intérieur?,460,fixé arrêté conjoint ministre justice intérieur
1900,1900,Qu'est-ce que le ministère public communique au ministre de l'intérieur?,460,ministère public communiquer ministre intérieur
1901,1901,Quelle est la nature des informations transmises par le ministère public?,460,quel nature information transmis ministère public
1902,1902,Qui peut accéder aux informations mentionnées à l'article L. 225-1?,461,pouvoir accéder information mentionner article
1903,1903,Qui peut accéder aux informations mentionnées à l'article L. 225-2?,461,pouvoir accéder information mentionner article
1904,1904,Qui peut accéder aux informations mentionnées à l article L. 225-1?,461,pouvoir accéder information mentionner article
1905,1905,Qui peut exercer ses fonctions en matière de permis de conduire?,461,pouvoir exercer fonction matière permis conduire
1906,1906,Qu est-ce qui permet d'identifier les auteurs d'une infraction au présent code?,462,permettre identifier auteur infraction présent code
1907,1907,Qu est-ce qui permet d'identifier les auteurs des infractions au présent code?,462,permettre identifier auteur infraction présent code
1908,1908,Qui peut identifier les auteurs des infractions au présent code?,462,pouvoir identifier auteur infraction présent code
1909,1909,Quelle est la liste des activités concernées par l'article R. 225-5?,463,quel liste activité concerner article
1910,1910,Quelle est la liste des activités concernées par l'article L. 225-5?,463,quel liste activité concerner article
1911,1911,Qu'est-ce qui définit les conditions de déclaration des personnes employées?,463,définir condition déclaration personne employé
1912,1912,Qu'est-ce que l'attestation sécurisée?,463,attestation sécuriser
1913,1913,Quelle est la liste des activités concernées?,463,quel liste activité concerner
1914,1914,Quelle est la comptabilité des services rendus permettant d'identifier les coûts relatifs à la gestion de la redevance?,464,quel comptabilité service rendu permettre identifier coût relatif gestion redevance
1915,1915,Quelle est la comptabilité des services rendus permettant d identifier les coûts relatifs à la gestion de la redevance?,464,quel comptabilité service rendu permettre identifier coût relatif gestion redevance
1916,1916,Quelle est la comptabilité des services rendus permettant de suivre la gestion de la redevance?,464,quel comptabilité service rendu permettre suivre gestion redevance
1917,1917,Qu'assure la personne morale chargée de percevoir la redevance?,464,assurer personne morale chargé percevoir redevance
1918,1918,Quel est le mode de tarification de la redevance?,464,quel mode tarification redevance
1919,1919,Comment appelle-t-on l'autorité étrangère qui communique des informations à un titulaire de permis de conduire?,465,comment appeler autorité étranger communiquer information titulaire permis conduire
1920,1920,Comment appelle-t-on une personne qui communique des informations à l'autorité étrangère?,465,comment appeler personne communiquer information autorité étranger
1921,1921,Comment appelle-t-on une personne qui communique des informations à une autorité étrangère?,465,comment appeler personne communiquer information autorité étranger
1922,1922,Qu'est-ce qu'un contrôle médical périodique ou occasionnel?,466,contrôle médical périodique occasionnel
1923,1923,Quelle est la durée de validité limitée du permis de conduire?,466,quel durée validité limité permis conduire
1924,1924,Qu'est-ce qu'un contrôle médical?,466,contrôle médical
1925,1925,Qu'est-ce que le contrôle médical?,466,contrôle médical
1926,1926,Quelle est la durée maximale du contrôle médical?,466,quel durée maximale contrôle médical
1927,1927,Qu'est-ce que la commission médicale d'appel?,467,commission médical appel
1928,1928,Qu'est-ce qu'un médecin agréé peut prescrire?,467,médecin agréé pouvoir prescrire
1929,1929,Qu'est-ce que la commission médicale d appel?,467,commission médical appel
1930,1930,Qu'est-ce que le médecin agréé peut prescrire?,467,médecin agréé pouvoir prescrire
1931,1931,Qu'est-ce qu'un médecin agréé?,467,médecin agréé
1932,1932,Que réalise la commission médicale primaire après une annulation ou une suspension consécutive à une infraction pour conduite sous l influence de l alcool ou après usage de substances ou,468,réaliser commission médical primaire après annulation suspension consécutif infraction conduite sous influence alcool après usage substance
1933,1933,Que réalise la commission médicale primaire après une annulation ou une suspension consécutive à une infraction pour conduite sous l influence de l alcool ou après usage de plantes classées,468,réaliser commission médical primaire après annulation suspension consécutif infraction conduite sous influence alcool après usage plante classé
1934,1934,Que réalise la commission médicale primaire après une annulation ou suspension consécutive à une infraction pour conduite sous l influence de l alcool ou après usage de substances ou plantes,468,réaliser commission médical primaire après annulation suspension consécutif infraction conduite sous influence alcool après usage substance plante
1935,1935,Que réalise la commission médicale primaire après une annulation ou suspension consécutive à une infraction pour conduite sous l influence de l alcool ou après usage de plantes classées comme,468,réaliser commission médical primaire après annulation suspension consécutif infraction conduite sous influence alcool après usage plante classé comme
1936,1936,Que réalise la commission médicale primaire en cas d'absences pour conduite sous l influence de l alcool ou après usage de plantes classées comme stupéfiants?,468,réaliser commission médical primaire cas absence conduite sous influence alcool après usage plante classé comme stupéfiant
1937,1937,La commission médicale primaire réalise les contrôles médicaux suite à une mesure de restriction du droit de conduire aux seuls véhicules équipés d un dispositif homologué d anti-démarrage par éthylotest électronique?,469,commission médical primaire réaliser contrôle médical suite mesure restriction droit conduire seul véhiculer équipé dispositif homologué anti démarrage éthylotest électronique
1938,1938,La commission médicale primaire réalise les contrôles médicaux à la suite d une mesure de restriction du droit de conduire aux seuls véhicules équipés d un dispositif homologué d,469,commission médical primaire réaliser contrôle médical suite mesure restriction droit conduire seul véhiculer équipé dispositif homologué
1939,1939,La commission médicale primaire réalise les contrôles médicaux à la suite d une mesure de restriction du droit de conduire des seuls véhicules équipés d un dispositif homologué d,469,commission médical primaire réaliser contrôle médical suite mesure restriction droit conduire seul véhiculer équipé dispositif homologué
1940,1940,La commission médicale primaire réalise les contrôles médicaux à la suite d une mesure de restriction du droit de conduire?,469,commission médical primaire réaliser contrôle médical suite mesure restriction droit conduire
1941,1941,La commission médicale primaire réalise les contrôles médicaux suite à une mesure de restriction du droit de conduire?,469,commission médical primaire réaliser contrôle médical suite mesure restriction droit conduire
1942,1942,"Que se passe-t-il lorsque le préfet a rendu une décision d'aptitude temporaire, d aptitude avec restrictions d'utilisation du permis ou d",470,passe lorsque préfet rendu décision aptitude temporaire aptitude restriction utilisation permis
1943,1943,"Que se passe-t-il lorsque le préfet a rendu une décision d'aptitude, d aptitude avec restrictions d'utilisation du permis ou d'",470,passe lorsque préfet rendu décision aptitude aptitude restriction utilisation permis
1944,1944,"Que se passe-t-il lorsque le préfet a rendu une décision d'aptitude temporaire, d aptitude avec restrictions d utilisation du permis ou d'",470,passe lorsque préfet rendu décision aptitude temporaire aptitude restriction utilisation permis
1945,1945,"Que se passe-t-il lorsque le préfet a rendu une décision d'aptitude, d aptitude avec restrictions d'utilisation du permis ou de l",470,passe lorsque préfet rendu décision aptitude aptitude restriction utilisation permis
1946,1946,"Que se passe-t-il lorsque le préfet a rendu une décision d'aptitude temporaire, d aptitude avec restrictions d'utilisation du permis ou de",470,passe lorsque préfet rendu décision aptitude temporaire aptitude restriction utilisation permis
1947,1947,Que doit faire tout conducteur ou tout usager de la route impliqué dans un accident de la circulation?,471,doit faire tout conducteur tout usager route impliquer accident circulation
1948,1948,Qu'est-ce que tout conducteur ou tout usager de la route doit faire?,471,tout conducteur tout usager route doit faire
1949,1949,Quelle est la responsabilité de tout conducteur impliqué dans un accident de la circulation?,471,quel responsabilité tout conducteur impliquer accident circulation
1950,1950,Que doit faire tout conducteur impliqué dans un accident de la circulation?,471,doit faire tout conducteur impliquer accident circulation
1951,1951,Que doivent présenter les agents de l autorité compétente lorsque les dispositions du présent code l exigent?,472,devoir présenter agent autorité compétent lorsque disposition présent code exiger
1952,1952,Que doivent présenter les agents de l autorité compétente lors de l'inspection du véhicule?,472,devoir présenter agent autorité compétent lors inspection véhicule
1953,1953,Comment s'appelle le permis de conduire exigé pour la conduite d'un véhicule?,472,comment appeler permis conduire exigé conduite véhicule
1954,1954,Comment s'appelle le permis de conduire exigé pour la conduite du véhicule?,472,comment appeler permis conduire exigé conduite véhicule
1955,1955,"Lorsque le conducteur d un véhicule de transport en commun ne peut pas présenter l attestation d aménagement prévue à l article R. 323-23, l immobilisation peut être prescrite dans les conditions prévues aux articles L. 325-1 à L.353-23.",473,lorsque conducteur véhicule transport commun pouvoir présenter attestation aménagement prévoir article immobilisation pouvoir être prescrire condition prévoir article
1956,1956,"Lorsque le conducteur d un véhicule de transport en commun ne peut pas présenter l attestation d aménagement prévue à l article R. 323-23, l immobilisation peut être prescrite dans les conditions prévues aux articles L. 325-1 à L.353-33.",473,lorsque conducteur véhicule transport commun pouvoir présenter attestation aménagement prévoir article immobilisation pouvoir être prescrire condition prévoir article
1957,1957,"Lorsque le conducteur d un véhicule de transport en commun ne peut pas présenter l attestation d aménagement prévue à l article R. 323-23, l immobilisation peut être prescrite dans les conditions prévues aux articles L. 325-1 à L.2 325-3.",473,lorsque conducteur véhicule transport commun pouvoir présenter attestation aménagement prévoir article immobilisation pouvoir être prescrire condition prévoir article
1958,1958,"Lorsque le conducteur d un véhicule de transport en commun ne peut pas présenter l attestation d aménagement prévue à l article R. 323-23, l immobilisation peut être prescrite dans les conditions prévues aux articles L. 325-1 à L.235-3.",473,lorsque conducteur véhicule transport commun pouvoir présenter attestation aménagement prévoir article immobilisation pouvoir être prescrire condition prévoir article
1959,1959,"Lorsque le conducteur d un véhicule de transport en commun ne peut pas présenter l attestation d aménagement prévue à l article R. 323-23, l immobilisation peut être prescrite dans les conditions prévues aux articles L. 325-1 à L.35-3.",473,lorsque conducteur véhicule transport commun pouvoir présenter attestation aménagement prévoir article immobilisation pouvoir être prescrire condition prévoir article
1960,1960,Quel est le type de conducteur d'un véhicule mentionné à l article L. 211-14.,474,quel type conducteur véhicule mentionner article
1961,1961,Quel est le type de véhicule poursuivi pour les contraventions de deuxième classe?,474,quel type véhicule poursuivre contravention deuxième classe
1962,1962,A quelle catégorie appartient le conducteur d'un véhicule?,474,quel catégorie appartenir conducteur véhicule
1963,1963,Quel est le type de conducteur d'un véhicule?,474,quel type conducteur véhicule
1964,1964,Quel est le type de véhicule poursuivi?,474,quel type véhicule poursuivre
1965,1965,Quelle est la concentration maximale d'alcool dans le sang lorsque vous conduisez un véhicule en état d'ivresse manifeste?,475,quel concentration maximale alcool sang lorsque conduire véhicule état ivresse manifeste
1966,1966,Quelle est la concentration maximale d'alcool dans le sang lorsque vous conduisez un véhicule en état d 'ivresse manifeste?,475,quel concentration maximale alcool sang lorsque conduire véhicule état ivresse manifeste
1967,1967,Quelle est la concentration d'alcool dans le sang lorsque vous conduisez un véhicule en état d'ivresse manifeste?,475,quel concentration alcool sang lorsque conduire véhicule état ivresse manifeste
1968,1968,Qu'est-ce que le décret n 2015-775 du 29 juin 2015 fixant les exigences de fiabilité et de sécurité relatives aux éthylotests chimiques destinés à un usage préalable à la conduite routière?,476,décret juin fixer exigence fiabilité sécurité relatif éthylotests chimique destiné usage préalable conduite routière
